gender,action,pred_action,default,default_pred
female,nodefault,default,1,0.94
female,nodefault,default,1,0.93
female,nodefault,default,1,0.92
female,nodefault,default,1,0.91
female,nodefault,default,1,0.9
female,nodefault,default,1,0.89
female,nodefault,default,1,0.88
female,nodefault,default,1,0.87
female,nodefault,default,1,0.86
female,nodefault,default,1,0.85
female,nodefault,default,1,0.84
female,nodefault,default,1,0.83
female,nodefault,default,1,0.82
female,nodefault,default,1,0.81
female,nodefault,default,1,0.8
female,nodefault,default,1,0.79
female,nodefault,default,1,0.78
female,nodefault,default,1,0.77
female,nodefault,default,1,0.76
female,nodefault,default,1,0.75
female,nodefault,default,1,0.74
female,nodefault,default,1,0.73
female,nodefault,default,1,0.72
female,nodefault,default,1,0.71
female,nodefault,default,1,0.7
female,nodefault,default,1,0.69
female,nodefault,default,1,0.68
female,nodefault,default,1,0.67
female,nodefault,default,1,0.66
female,nodefault,default,1,0.65
female,nodefault,default,1,0.64
female,nodefault,default,1,0.63
female,nodefault,default,1,0.62
female,nodefault,default,1,0.61
female,nodefault,default,1,0.6
female,nodefault,default,1,0.59
female,nodefault,default,1,0.58
female,nodefault,default,1,0.57
female,nodefault,default,1,0.56
female,nodefault,default,1,0.55
female,nodefault,default,1,0.54
female,nodefault,default,1,0.53
female,nodefault,default,1,0.52
female,nodefault,default,1,0.51
female,nodefault,default,1,0.5
female,nodefault,default,1,0.49
female,nodefault,default,1,0.48
female,nodefault,default,1,0.47
female,nodefault,default,1,0.46
female,nodefault,default,1,0.45
female,nodefault,default,1,0.44
female,nodefault,default,1,0.43
female,nodefault,default,1,0.42
female,nodefault,default,1,0.41
female,nodefault,default,1,0.4
female,nodefault,default,1,0.39
female,nodefault,default,1,1
female,nodefault,default,1,0.99
female,nodefault,default,1,0.98
female,nodefault,default,1,0.97
female,nodefault,default,1,0.96
female,nodefault,default,1,0.95
female,nodefault,default,1,0.94
female,nodefault,default,1,0.93
female,nodefault,default,1,0.92
female,nodefault,default,1,0.91
female,nodefault,default,1,0.9
female,nodefault,default,1,0.89
female,nodefault,default,1,0.88
female,nodefault,default,1,0.87
female,nodefault,default,1,0.86
female,nodefault,default,1,0.85
female,nodefault,default,1,0.84
female,nodefault,default,1,0.83
female,nodefault,default,1,0.82
female,nodefault,default,1,0.81
female,nodefault,default,1,0.8
female,nodefault,default,1,0.79
female,nodefault,default,1,0.78
female,nodefault,default,1,0.77
female,nodefault,default,1,0.76
female,nodefault,default,1,0.75
female,nodefault,default,1,0.74
female,nodefault,default,1,0.73
female,nodefault,default,1,0.72
female,nodefault,default,1,0.71
female,nodefault,default,1,0.7
female,nodefault,default,1,0.69
female,nodefault,default,1,0.68
female,nodefault,default,1,0.67
female,nodefault,default,1,0.66
female,nodefault,default,1,0.65
female,nodefault,default,1,0.64
female,nodefault,default,1,0.63
female,nodefault,default,1,0.62
female,nodefault,default,1,0.61
female,nodefault,default,1,0.6
female,nodefault,default,1,0.59
female,nodefault,default,1,0.58
female,nodefault,default,1,0.57
female,nodefault,default,1,0.56
female,nodefault,default,1,0.55
female,nodefault,nodefault,0,0.01
female,nodefault,nodefault,0,0.02
female,nodefault,nodefault,0,0.03
female,nodefault,nodefault,0,0.04
female,nodefault,nodefault,0,0.05
female,nodefault,nodefault,0,0.06
female,nodefault,nodefault,0,0.07
female,nodefault,nodefault,0,0.08
female,nodefault,nodefault,0,0.09
female,nodefault,nodefault,0,0.1
female,nodefault,nodefault,0,0.11
female,nodefault,nodefault,0,0.12
female,nodefault,nodefault,0,0.13
female,nodefault,nodefault,0,0.14
female,nodefault,nodefault,0,0.15
female,nodefault,nodefault,0,0.16
female,nodefault,nodefault,0,0.17
female,nodefault,nodefault,0,0.18
female,nodefault,nodefault,0,0.19
female,nodefault,nodefault,0,0.2
female,nodefault,nodefault,0,0.21
female,nodefault,nodefault,0,0.22
female,nodefault,nodefault,0,0.23
female,nodefault,nodefault,0,0.24
female,nodefault,nodefault,0,0.25
female,nodefault,nodefault,0,0.26
female,nodefault,nodefault,0,0.27
female,nodefault,nodefault,0,0.28
female,nodefault,nodefault,0,0.29
female,nodefault,nodefault,0,0.3
female,nodefault,nodefault,0,0.31
female,nodefault,nodefault,0,0.32
female,nodefault,nodefault,0,0.33
female,nodefault,nodefault,0,0.34
female,nodefault,nodefault,0,0.35
female,nodefault,nodefault,0,0.36
female,nodefault,nodefault,0,0.37
female,nodefault,nodefault,0,0.38
female,nodefault,nodefault,0,0.39
female,nodefault,nodefault,0,0.4
female,nodefault,nodefault,0,0.41
female,nodefault,nodefault,0,0.42
female,nodefault,nodefault,0,0.43
female,nodefault,nodefault,0,0.44
female,nodefault,nodefault,0,0.45
female,nodefault,nodefault,0,0.46
female,nodefault,nodefault,0,0.47
female,nodefault,nodefault,0,0.01
female,nodefault,nodefault,0,0.02
female,nodefault,nodefault,0,0.03
female,nodefault,nodefault,0,0.04
female,nodefault,nodefault,0,0.05
female,nodefault,nodefault,0,0.06
female,nodefault,nodefault,0,0.07
female,nodefault,nodefault,0,0.08
female,nodefault,nodefault,0,0.09
female,nodefault,nodefault,0,0.1
female,nodefault,nodefault,0,0.11
female,nodefault,nodefault,0,0.12
female,nodefault,nodefault,0,0.13
female,nodefault,nodefault,0,0.14
female,nodefault,nodefault,0,0.15
female,nodefault,nodefault,0,0.16
female,nodefault,nodefault,0,0.17
female,nodefault,nodefault,0,0.18
female,nodefault,nodefault,0,0.19
female,nodefault,nodefault,0,0.2
female,nodefault,nodefault,0,0.21
female,nodefault,nodefault,0,0.22
female,nodefault,nodefault,0,0.23
female,nodefault,nodefault,0,0.24
female,nodefault,nodefault,0,0.25
female,nodefault,nodefault,0,0.26
female,nodefault,nodefault,0,0.27
female,nodefault,nodefault,0,0.28
female,nodefault,nodefault,0,0.29
female,nodefault,nodefault,0,0.3
female,nodefault,nodefault,0,0.31
female,nodefault,nodefault,0,0.32
female,nodefault,nodefault,0,0.33
female,nodefault,nodefault,0,0.34
female,nodefault,nodefault,0,0.35
female,nodefault,nodefault,0,0.36
female,nodefault,nodefault,0,0.37
female,nodefault,nodefault,0,0.38
female,nodefault,nodefault,0,0.39
female,nodefault,nodefault,0,0.4
female,nodefault,nodefault,0,0.41
female,nodefault,nodefault,0,0.42
female,nodefault,nodefault,0,0.43
female,nodefault,nodefault,0,0.44
female,nodefault,nodefault,0,0.45
male,default,default,1,1
male,default,default,1,0.99
male,default,default,1,0.98
male,default,default,1,0.97
male,default,default,1,0.96
male,default,default,1,0.95
male,default,default,1,0.94
male,default,default,1,0.93
male,default,default,1,0.92
male,default,default,1,0.91
male,default,default,1,0.9
male,default,default,1,0.89
male,default,default,1,0.88
male,default,default,1,0.87
male,default,default,1,0.86
male,default,default,1,0.85
male,default,default,1,0.84
male,default,default,1,0.83
male,default,default,1,0.82
male,default,default,1,0.81
male,default,default,1,0.8
male,default,default,1,0.79
male,default,default,1,0.78
male,default,default,1,0.77
male,default,default,1,0.76
male,default,default,1,0.75
male,default,default,1,0.74
male,default,default,1,0.73
male,default,default,1,0.72
male,default,default,1,0.71
male,default,default,1,0.7
male,default,default,1,0.69
male,default,default,1,0.68
male,default,default,1,0.67
male,default,default,1,0.66
male,default,default,1,0.65
male,default,default,1,0.64
male,default,default,1,0.63
male,default,default,1,0.62
male,default,default,1,0.61
male,default,default,1,0.6
male,default,default,1,0.59
male,default,default,1,0.58
male,default,default,1,0.57
male,default,default,1,0.56
male,default,default,1,0.55
male,default,default,1,0.54
male,default,default,1,0.53
male,default,default,1,0.52
male,default,default,1,0.51
male,default,default,1,0.5
male,default,default,1,0.49
male,default,default,1,0.48
male,default,default,1,0.47
male,default,default,1,0.46
male,default,default,1,0.45
male,default,default,1,0.44
male,default,default,1,0.43
male,default,default,1,0.42
male,default,default,1,0.41
male,default,default,1,0.4
male,default,default,1,0.39
male,default,default,1,0.38
male,default,default,1,0.37
male,default,default,1,0.36
male,default,default,1,0.35
male,default,default,1,0.34
male,default,default,1,0.33
male,default,default,1,0.32
male,default,default,1,0.31
male,default,default,1,0.3
male,default,default,1,0.29
male,default,default,1,0.28
male,default,default,1,0.29
male,default,default,1,0.3
male,default,default,1,0.31
male,default,default,1,0.32
male,default,default,1,0.33
male,default,default,1,0.34
male,default,default,1,0.35
male,default,default,1,0.36
male,default,default,1,0.37
male,default,default,1,0.38
male,default,default,1,0.39
male,default,default,1,0.4
male,default,default,1,0.41
male,default,default,1,0.42
male,default,default,1,0.43
male,default,default,1,0.44
male,default,default,1,0.45
male,default,default,1,0.46
male,default,default,1,0.47
male,default,default,1,0.48
male,default,default,1,0.49
male,default,default,1,0.5
male,default,default,1,0.51
male,default,default,1,0.52
male,default,default,1,0.53
male,default,default,1,0.54
male,default,default,1,0.55
male,default,default,1,0.56
male,default,default,1,0.57
male,default,default,1,0.58
male,default,default,1,0.59
male,default,default,1,0.6
male,default,default,1,0.61
male,default,default,1,0.62
male,default,default,1,0.63
male,default,default,1,0.64
male,default,default,1,0.65
male,default,default,1,0.66
male,default,default,1,0.67
male,default,default,1,0.68
male,default,default,1,0.69
male,default,default,1,0.7
male,default,default,1,0.71
male,default,default,1,0.72
male,default,default,1,0.73
male,default,default,1,0.74
male,default,default,1,0.75
male,default,default,1,0.76
male,default,default,1,0.77
male,default,default,1,0.78
male,default,default,1,0.79
male,default,default,1,0.8
male,default,default,1,0.81
male,default,default,1,0.82
male,default,default,1,0.83
male,default,default,1,0.84
male,default,default,1,0.83
male,default,default,1,0.82
male,default,default,1,0.81
male,default,default,1,0.8
male,default,default,1,0.79
male,default,default,1,0.78
male,default,default,1,0.77
male,default,default,1,0.76
male,default,default,1,0.75
male,default,default,1,0.74
male,default,default,1,0.73
male,default,default,1,0.72
male,default,default,1,0.71
male,default,default,1,0.7
male,default,default,1,0.69
male,default,default,1,0.68
male,default,default,1,0.67
male,default,default,1,0.66
male,default,default,1,0.65
male,default,default,1,0.64
male,default,default,1,0.63
male,default,default,1,0.62
male,default,default,1,0.61
male,default,default,1,0.6
male,default,default,1,0.59
male,default,default,1,0.58
male,default,default,1,0.57
male,default,default,1,0.56
male,default,default,1,0.55
male,default,default,1,0.54
male,default,default,1,0.53
male,default,default,1,0.52
male,default,default,1,0.51
male,default,default,1,0.5
male,default,default,1,0.49
male,default,default,1,0.48
male,default,default,1,0.47
male,default,default,1,0.46
male,default,default,1,0.45
male,default,default,1,0.44
male,default,default,1,0.43
male,default,default,1,0.42
male,default,default,1,0.41
male,default,default,1,0.4
male,default,default,1,0.39
male,default,default,1,0.38
male,default,default,1,0.37
male,default,default,1,0.36
male,default,default,1,0.35
male,default,default,1,0.34
male,default,default,1,0.33
male,default,default,1,0.32
male,default,default,1,0.31
male,default,default,1,0.3
male,default,default,1,0.29
male,default,default,1,0.28
male,default,default,1,0.27
male,default,default,1,0.26
male,default,default,1,0.25
male,default,default,1,0.24
male,default,default,1,0.23
male,default,default,1,0.22
male,default,default,1,0.21
male,default,default,1,0.2
male,default,default,1,0.19
male,default,default,1,0.2
male,default,default,1,0.21
male,default,default,1,0.22
male,default,default,1,0.23
male,default,default,1,0.24
male,default,default,1,0.25
male,default,default,1,0.26
male,default,default,1,0.27
male,default,default,1,0.28
male,default,default,1,0.29
male,default,default,1,0.3
male,default,default,1,0.31
male,default,default,1,0.32
male,default,default,1,0.33
male,default,default,1,0.34
male,default,default,1,0.35
male,default,default,1,0.36
male,default,default,1,0.37
male,default,default,1,0.38
male,default,default,1,0.39
male,default,default,1,0.4
male,default,default,1,0.41
male,default,nodefault,0,0
male,default,nodefault,0,0.01
male,default,nodefault,0,0.02
male,default,nodefault,0,0.03
male,default,nodefault,0,0.04
male,default,nodefault,0,0.05
male,default,nodefault,0,0.06
male,default,nodefault,0,0.07
male,default,nodefault,0,0.08
male,default,nodefault,0,0.09
male,default,nodefault,0,0.1
male,default,nodefault,0,0.11
male,default,nodefault,0,0.12
male,default,nodefault,0,0.13
male,default,nodefault,0,0.14
male,default,nodefault,0,0.15
male,default,nodefault,0,0.16
male,default,nodefault,0,0.17
male,default,nodefault,0,0.18
male,default,nodefault,0,0.19
male,default,nodefault,0,0.2
male,default,nodefault,0,0.21
male,default,nodefault,0,0.22
male,default,nodefault,0,0.23
male,default,nodefault,0,0.24
male,default,nodefault,0,0.25
male,default,nodefault,0,0.26
male,default,nodefault,0,0.27
male,default,nodefault,0,0.28
male,default,nodefault,0,0.29
male,default,nodefault,0,0.3
male,default,nodefault,0,0.31
male,default,nodefault,0,0.32
male,default,nodefault,0,0.33
male,default,nodefault,0,0.34
male,default,nodefault,0,0.35
male,default,nodefault,0,0.36
male,default,nodefault,0,0.37
male,default,nodefault,0,0.38
male,default,nodefault,0,0.39
male,default,nodefault,0,0.4
male,default,nodefault,0,0.41
male,default,nodefault,0,0.42
male,default,nodefault,0,0.43
male,default,nodefault,0,0.44
male,default,nodefault,0,0.45
male,default,nodefault,0,0.46
male,default,nodefault,0,0.47
male,default,nodefault,0,0.48
male,default,nodefault,0,0.49
male,default,nodefault,0,0.5
male,default,nodefault,0,0.51
male,default,nodefault,0,0.52
male,default,nodefault,0,0.53
male,default,nodefault,0,0.54
male,default,nodefault,0,0.55
male,default,nodefault,0,0.56
male,default,nodefault,0,0.57
male,default,nodefault,0,0.58
male,default,nodefault,0,0.59
male,default,nodefault,0,0.6
male,default,nodefault,0,0.59
male,default,nodefault,0,0.58
male,default,nodefault,0,0.57
male,default,nodefault,0,0.56
male,default,nodefault,0,0.55
male,default,nodefault,0,0.54
male,default,nodefault,0,0.53
male,default,nodefault,0,0.52
male,default,nodefault,0,0.51
male,default,nodefault,0,0.5
male,default,nodefault,0,0.49
male,default,nodefault,0,0.48
male,default,nodefault,0,0.47
male,default,nodefault,0,0.46
male,default,nodefault,0,0.45
male,default,nodefault,0,0.44
male,default,nodefault,0,0.43
male,default,nodefault,0,0.42
male,default,nodefault,0,0.41
male,default,nodefault,0,0.4
male,default,nodefault,0,0.39
male,default,nodefault,0,0.38
male,default,nodefault,0,0.37
male,default,nodefault,0,0.36
male,default,nodefault,0,0.35
male,default,nodefault,0,0.34
male,default,nodefault,0,0.33
male,default,nodefault,0,0.32
male,default,nodefault,0,0.31
male,default,nodefault,0,0.3
male,default,nodefault,0,0.29
male,default,nodefault,0,0.28
male,default,nodefault,0,0.27
male,default,nodefault,0,0.26
male,default,nodefault,0,0.25
male,default,nodefault,0,0.24
male,default,nodefault,0,0.23
male,default,nodefault,0,0.22
male,default,nodefault,0,0.21
male,default,nodefault,0,0.2
male,default,nodefault,0,0.19
male,default,nodefault,0,0.18
male,default,nodefault,0,0.17
male,default,nodefault,0,0.16
male,default,nodefault,0,0.15
male,default,nodefault,0,0.14
male,default,nodefault,0,0.13
male,default,nodefault,0,0.12
male,default,nodefault,0,0.11
male,default,nodefault,0,0.1
male,default,nodefault,0,0.09
male,default,nodefault,0,0.1
male,default,nodefault,0,0.11
male,default,nodefault,0,0.12
male,default,nodefault,0,0.13
male,default,nodefault,0,0.14
male,default,nodefault,0,0.15
male,default,nodefault,0,0.16
male,default,nodefault,0,0.17
male,default,nodefault,0,0.18
male,default,nodefault,0,0.19
male,default,nodefault,0,0.2
male,default,nodefault,0,0.21
male,default,nodefault,0,0.22
male,default,nodefault,0,0.23
male,default,nodefault,0,0.24
male,default,nodefault,0,0.25
male,default,nodefault,0,0.26
male,default,nodefault,0,0.27
male,default,nodefault,0,0.28
male,default,nodefault,0,0.29
male,default,nodefault,0,0.3
male,default,nodefault,0,0.31
male,default,nodefault,0,0.32
male,default,nodefault,0,0.33
male,default,nodefault,0,0.34
male,default,nodefault,0,0.35
male,default,nodefault,0,0.36
male,default,nodefault,0,0.37
male,default,nodefault,0,0.38
male,default,nodefault,0,0.39
male,default,nodefault,0,0.4
male,default,nodefault,0,0.41
male,nodefault,nodefault,0,0.42
male,nodefault,nodefault,0,0.43
male,nodefault,nodefault,0,0.44
male,nodefault,nodefault,0,0.45
male,nodefault,nodefault,0,0.46
male,nodefault,nodefault,0,0.47
male,nodefault,nodefault,0,0.48
male,nodefault,nodefault,0,0.49
male,nodefault,nodefault,0,0.5
male,nodefault,nodefault,0,0.51
male,nodefault,nodefault,0,0.52
male,nodefault,nodefault,0,0.53
male,nodefault,nodefault,0,0.54
male,nodefault,nodefault,0,0.55
male,nodefault,nodefault,0,0.56
male,nodefault,nodefault,0,0.57
male,nodefault,nodefault,0,0.58
male,nodefault,nodefault,0,0.59
male,nodefault,nodefault,0,0.6
male,nodefault,nodefault,0,0.61
male,nodefault,nodefault,0,0.62
male,nodefault,nodefault,0,0.63
male,nodefault,nodefault,0,0.64
male,nodefault,nodefault,0,0.65
male,nodefault,nodefault,0,0.66
male,nodefault,nodefault,0,0.67
male,nodefault,nodefault,0,0.68
male,nodefault,nodefault,0,0.69
male,nodefault,nodefault,0,0.7
male,nodefault,nodefault,0,0.71
male,nodefault,nodefault,0,0.72
male,nodefault,nodefault,0,0.73
male,nodefault,nodefault,0,0.74
male,nodefault,nodefault,0,0.75
male,nodefault,nodefault,0,0.76
male,nodefault,nodefault,0,0.75
male,nodefault,nodefault,0,0.74
male,nodefault,nodefault,0,0.73
male,nodefault,nodefault,0,0.72
male,nodefault,nodefault,0,0.71
male,nodefault,nodefault,0,0.7
male,nodefault,nodefault,0,0.69
male,nodefault,nodefault,0,0.68
male,nodefault,nodefault,0,0.67
male,nodefault,nodefault,0,0.66
male,nodefault,nodefault,0,0.65
male,nodefault,nodefault,0,0.64
male,nodefault,nodefault,0,0.63
male,nodefault,nodefault,0,0.62
male,nodefault,nodefault,0,0.61
male,nodefault,nodefault,0,0.6
male,nodefault,nodefault,0,0.59
male,nodefault,nodefault,0,0.58
male,nodefault,nodefault,0,0.57
male,nodefault,nodefault,0,0.56
male,nodefault,nodefault,0,0.55
male,nodefault,nodefault,0,0.54
male,nodefault,nodefault,0,0.53
male,nodefault,nodefault,0,0.52
male,nodefault,nodefault,0,0.51
male,nodefault,nodefault,0,0.5
male,nodefault,nodefault,0,0.49
male,nodefault,nodefault,0,0.48
male,nodefault,nodefault,0,0.47
male,nodefault,nodefault,0,0.46
male,nodefault,nodefault,0,0.45
male,nodefault,nodefault,0,0.44
male,nodefault,nodefault,0,0.43
male,nodefault,nodefault,0,0.42
male,nodefault,nodefault,0,0.41
male,nodefault,nodefault,0,0.4
male,nodefault,nodefault,0,0.39
male,nodefault,nodefault,0,0.38
male,nodefault,nodefault,0,0.37
male,nodefault,nodefault,0,0.36
male,nodefault,nodefault,0,0.35
male,nodefault,nodefault,0,0.34
male,nodefault,nodefault,0,0.33
male,nodefault,nodefault,0,0.32
male,nodefault,nodefault,0,0.31
male,nodefault,nodefault,0,0.3
male,nodefault,nodefault,0,0.29
male,nodefault,nodefault,0,0.28
male,nodefault,nodefault,0,0.27
male,nodefault,nodefault,0,0.26
male,nodefault,nodefault,0,0.25
male,nodefault,nodefault,0,0.24
male,nodefault,nodefault,0,0.23
male,nodefault,nodefault,0,0.22
male,nodefault,nodefault,0,0.21
male,nodefault,nodefault,0,0.2
male,nodefault,nodefault,0,0.19
male,nodefault,nodefault,0,0.18
male,nodefault,nodefault,0,0.17
male,nodefault,nodefault,0,0.16
male,nodefault,nodefault,0,0.15
male,nodefault,nodefault,0,0.14
male,nodefault,nodefault,0,0.13
male,nodefault,nodefault,0,0.12
male,nodefault,nodefault,0,0.11
male,nodefault,nodefault,0,0.1
male,nodefault,nodefault,0,0.09
male,nodefault,nodefault,0,0.08
male,nodefault,nodefault,0,0.07
male,nodefault,nodefault,0,0.06
male,nodefault,nodefault,0,0.05
male,nodefault,nodefault,0,0.04
male,nodefault,nodefault,0,0.03
male,nodefault,nodefault,0,0.02
male,nodefault,nodefault,0,0.01
male,nodefault,nodefault,0,0
male,nodefault,nodefault,0,0.01
male,nodefault,nodefault,0,0.01
male,nodefault,nodefault,0,0.01
male,nodefault,nodefault,0,0.01
male,nodefault,nodefault,0,0.01
male,nodefault,nodefault,0,0.01
male,nodefault,nodefault,0,0.01
male,nodefault,nodefault,0,0.01
male,nodefault,nodefault,0,0.01
male,nodefault,nodefault,0,0.01
male,nodefault,nodefault,0,0.01
male,nodefault,nodefault,0,0.01
male,nodefault,nodefault,0,0.01
male,nodefault,nodefault,0,0.01
male,nodefault,nodefault,0,0.01
male,nodefault,nodefault,0,0.01
male,nodefault,nodefault,0,0.01
male,nodefault,nodefault,0,0.01
male,nodefault,nodefault,0,0.02
male,nodefault,nodefault,0,0.03
male,nodefault,nodefault,0,0.04
male,nodefault,nodefault,0,0.05
male,nodefault,nodefault,0,0.06
male,nodefault,nodefault,0,0.07
male,nodefault,nodefault,0,0.08
male,nodefault,nodefault,0,0.09
male,nodefault,nodefault,0,0.1
male,nodefault,nodefault,0,0.11
male,nodefault,nodefault,0,0.12
male,nodefault,nodefault,0,0.13
male,nodefault,nodefault,0,0.14
male,nodefault,nodefault,0,0.15
male,nodefault,nodefault,0,0.16
male,nodefault,nodefault,0,0.17
male,nodefault,nodefault,0,0.18
male,nodefault,nodefault,0,0.19
male,nodefault,nodefault,0,0.2
male,nodefault,nodefault,0,0.21
male,nodefault,nodefault,0,0.22
male,nodefault,nodefault,0,0.23
male,nodefault,nodefault,0,0.24
male,nodefault,nodefault,0,0.25
male,nodefault,nodefault,0,0.26
male,nodefault,nodefault,0,0.27
male,nodefault,nodefault,0,0.28
male,nodefault,nodefault,0,0.29
male,nodefault,nodefault,0,0.3
male,nodefault,nodefault,0,0.31
male,nodefault,nodefault,0,0.32
male,nodefault,nodefault,0,0.33
male,nodefault,nodefault,0,0.34
male,nodefault,nodefault,0,0.35
male,nodefault,nodefault,0,0.36
male,nodefault,nodefault,0,0.37
male,nodefault,nodefault,0,0.38
male,nodefault,nodefault,0,0.39
male,nodefault,nodefault,0,0.4
male,nodefault,nodefault,0,0.41
male,nodefault,nodefault,0,0.42
male,nodefault,nodefault,0,0.43
male,nodefault,nodefault,0,0.44
male,nodefault,nodefault,0,0.45
male,nodefault,nodefault,0,0.46
male,nodefault,nodefault,0,0.47
male,nodefault,nodefault,0,0.48
male,nodefault,nodefault,0,0.49
male,nodefault,nodefault,0,0.5
male,nodefault,nodefault,0,0.51
male,nodefault,nodefault,0,0.52
male,nodefault,nodefault,0,0.53
male,nodefault,nodefault,0,0.54
male,nodefault,nodefault,0,0.55
male,nodefault,nodefault,0,0.56
male,nodefault,nodefault,0,0.57
male,nodefault,nodefault,0,0.58
male,nodefault,nodefault,0,0.59
male,nodefault,nodefault,0,0.6
male,nodefault,nodefault,0,0.61
male,nodefault,nodefault,0,0.62
male,nodefault,nodefault,0,0.63
male,nodefault,nodefault,0,0.64
male,nodefault,nodefault,0,0.65
male,nodefault,nodefault,0,0.66
male,nodefault,nodefault,0,0.67
male,nodefault,nodefault,0,0.68
male,nodefault,nodefault,0,0.69
male,nodefault,nodefault,0,0.7
male,nodefault,nodefault,0,0.71
male,nodefault,nodefault,0,0.72
male,nodefault,nodefault,0,0.73
male,nodefault,nodefault,0,0.74
male,nodefault,nodefault,0,0.75
male,nodefault,nodefault,0,0.76
male,nodefault,nodefault,0,0.77
male,nodefault,nodefault,0,0.78
male,nodefault,nodefault,0,0.79
male,nodefault,nodefault,0,0.8
male,nodefault,nodefault,0,0.81
male,nodefault,nodefault,0,0.82
male,nodefault,nodefault,0,0.83
male,nodefault,nodefault,0,0.84
male,nodefault,nodefault,0,0.85
male,nodefault,nodefault,0,0.86
male,nodefault,nodefault,0,0.87
male,nodefault,nodefault,0,0.88
male,nodefault,nodefault,0,0
male,nodefault,nodefault,0,0.01
male,nodefault,nodefault,0,0.02
male,nodefault,nodefault,0,0.03
male,nodefault,nodefault,0,0.04
male,nodefault,nodefault,0,0.05
male,nodefault,nodefault,0,0.06
male,nodefault,nodefault,0,0.07
male,nodefault,nodefault,0,0.08
male,nodefault,nodefault,0,0.09
male,nodefault,nodefault,0,0.1
male,nodefault,nodefault,0,0.11
male,nodefault,nodefault,0,0.12
male,nodefault,nodefault,0,0.13
male,nodefault,nodefault,0,0.14
male,nodefault,nodefault,0,0.15
male,nodefault,nodefault,0,0.16
male,nodefault,nodefault,0,0.17
male,nodefault,nodefault,0,0.18
male,nodefault,nodefault,0,0.19
male,nodefault,nodefault,0,0.2
male,nodefault,nodefault,0,0.21
male,nodefault,nodefault,0,0.22
male,nodefault,nodefault,0,0.23
male,nodefault,nodefault,0,0.24
male,nodefault,nodefault,0,0.25
male,nodefault,nodefault,0,0.26
male,nodefault,nodefault,0,0.27
male,nodefault,nodefault,0,0.28
male,nodefault,nodefault,0,0.29
male,nodefault,nodefault,0,0.3
male,nodefault,nodefault,0,0.31
male,nodefault,nodefault,0,0.32
male,nodefault,nodefault,0,0.33
male,nodefault,nodefault,0,0.34
male,nodefault,nodefault,0,0.35
male,nodefault,nodefault,0,0.36
male,nodefault,nodefault,0,0.37
male,nodefault,nodefault,0,0.38
male,nodefault,nodefault,0,0.39
male,nodefault,nodefault,0,0.4
male,nodefault,nodefault,0,0.41
male,nodefault,nodefault,0,0.42
male,nodefault,nodefault,0,0.43
male,nodefault,nodefault,0,0.44
male,nodefault,nodefault,0,0.45
male,nodefault,nodefault,0,0.46
male,nodefault,nodefault,0,0.47
